,PeakID (cmd=annotatePeaks.pl peakcall_strict/Ty-N_summits.bed dm6 -annStats peak_annotation/Ty-N_stats.txt),Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type,CG_number,FBgn_ID
1102,Ty-N_peak_666,chr3L,19718767,19718767,+,23.45462,,promoter-TSS (NM_001170001),promoter-TSS (NM_001170001),-439,NM_001170001,8673965,Dm.1001,NM_001170001,,CG42638,Dmel\CG42638|noncoding_13567,uncharacterized protein,protein-coding,CG42638,FBgn0261361
1103,Ty-N_peak_123,chr2L,13445825,13445825,+,23.39411,,promoter-TSS (NM_135811),promoter-TSS (NM_135811),-174,NM_135811,34762,Dm.5879,NM_135811,,CG9267,Dmel\CG9267|HADC[CG9267]|Q9VJX8,CG9267,protein-coding,CG9267,FBgn0032524
1106,Ty-N_peak_269,chr2R,8600064,8600064,+,23.23896,,promoter-TSS (NM_001169618),promoter-TSS (NM_001169618),-102,NM_136551,35842,Dm.531,NM_136551,,CG8735,Dmel\CG8735,CG8735,protein-coding,CG8735,FBgn0033309
1107,Ty-N_peak_349,chr2R,17477593,17477593,+,23.09253,,promoter-TSS (NM_001299604),promoter-TSS (NM_001299604),-565,NM_001299604,36968,Dm.1989,NM_137373,,veil,CG4827|Dmel\CG4827|NT5E-1,veil,protein-coding,CG4827,FBgn0034225
1109,Ty-N_peak_29,chr2L,3632522,3632522,+,23.08809,,promoter-TSS (NM_001014464),promoter-TSS (NM_001014464),-368,NM_001169387,44817,Dm.6584,NM_058139,,for,142251_at|BcDNA:GM08338|CG10033|DG2|Dg2|Dmel\CG10033|FOR/PKG|For|PKG|Pkg2|Pkg24A|anon-WO0140519.260|anon-WO02059370.47|dg2|l(2)06860,foraging,protein-coding,CG10033,FBgn0000721
1112,Ty-N_peak_192,chr2L,19414639,19414639,+,22.79765,,promoter-TSS (NM_078877),promoter-TSS (NM_078877),-162,NM_001259161,35215,Dm.6483,NM_078877,,Pax,CG18061|CG18576|CG31794|CT40481|CT42454|DPaxillin|DPxn|DPxn37|Dmel\CG31794|Dpax|DpaxA|PDLP|dPax|pax,Paxillin,protein-coding,CG18061,FBgn0041789
1113,Ty-N_peak_297,chr2R,12019960,12019960,+,22.77297,,promoter-TSS (NM_078981),promoter-TSS (NM_078981),-114,NM_078981,36283,Dm.2582,NM_078981,,otk,CG8967|CT25769|DTrk|Dmel\CG8967|Dtkr|Dtrk|IGGtyk|OFT/TRK|OTK|Otk|Tk48D|Trk48D|anon-WO2004063362.81|dTrk,off-track,protein-coding,CG8967,FBgn0004839
1114,Ty-N_peak_680,chr3L,21131328,21131328,+,22.77297,,promoter-TSS (NM_141026),promoter-TSS (NM_141026),-118,NM_141026,40331,Dm.9801,NM_141026,,ICA69,CG10566|Dm ric-19|Dmel\CG10566|ICA-69|dCG10566-PA,ICA69,protein-coding,CG10566,FBgn0037050
1121,Ty-N_peak_1157,chrX,11869259,11869259,+,22.77297,,promoter-TSS (NM_167311),promoter-TSS (NM_167311),89,NM_167311,32144,Dm.144,NM_132530,,CG1847,Dmel\CG1847,CG1847,protein-coding,CG1847,FBgn0030345
1122,Ty-N_peak_1107,chrX,6679500,6679500,+,22.77297,,promoter-TSS (NM_167081),promoter-TSS (NM_167081),-140,NM_167081,31605,Dm.6745,NM_132111,,l(1)G0255,CG 4094|CG4094|Dmel\CG4094|FBgn0029889|l(1)G0290,lethal (1) G0255,protein-coding,CG4094,FBgn0286222
1123,Ty-N_peak_141,chr2L,15425869,15425869,+,22.77297,,promoter-TSS (NM_057253),promoter-TSS (NM_057253),-289,NM_057253,34906,,NM_057253,,wor,BG:DS03023.1|CG4158|Dmel\CG4158|Wor|br35|l(2)35Da|l(2)br35|l35Da,worniu,protein-coding,CG4158,FBgn0001983
1125,Ty-N_peak_968,chr4,1030872,1030872,+,22.49325,,promoter-TSS (NM_001272152),promoter-TSS (NM_001272152),103,NM_166807,43830,Dm.6062,NM_143686,,CG11076,Dmel\CG11076,uncharacterized protein,protein-coding,CG11076,FBgn0039929
1127,Ty-N_peak_524,chr3L,8340278,8340278,+,22.44624,,promoter-TSS (NM_139954),promoter-TSS (NM_139954),-36,NM_079248,38942,Dm.6051,NM_079248,,DNApol-alpha50,CG7108|DNA polalpha|DNApol-alpha|DNApolalpha|DNApolalpha-50|DNApolalpha50|Dmel\CG7108|Dmpol alpha|Dpri50|POLA|PRI1|Pol|Polalpha|Polalpha 50kDa|anon-WO0140519.257|dnapol alpha 50|pol alpha|polalpha|polalpha50,DNA polymerase alpha 50kD,protein-coding,CG7108,FBgn0011762
1133,Ty-N_peak_174,chr2L,17963308,17963308,+,22.09735,,promoter-TSS (NM_165233),promoter-TSS (NM_165233),-71,NM_165232,35072,Dm.12153,NM_136012,,CG5674,Dmel\CG5674,CG5674,protein-coding,CG5674,FBgn0032656
1138,Ty-N_peak_35,chr2L,4794188,4794188,+,22.09735,,promoter-TSS (NM_175962),promoter-TSS (NM_175962),-144,NM_175961,33676,Dm.33676,NM_175961,,CG15630,15630|CG31970|CT35785|Dmel\CG15630,uncharacterized protein,protein-coding,CG15630,FBgn0031627
1139,Ty-N_peak_146,chr2L,15962735,15962735,+,22.09735,,promoter-TSS (NM_001169516),promoter-TSS (NM_001169516),-300,NM_078855,34939,Dm.19837,NM_078855,,beat-Ib,BG:DS00365.4|BcDNA:RE51929|Beat-Ib|CG7644|CT23325|Dmel\CG7644|beat Ib|beat-B,beaten path Ib,protein-coding,CG7644,FBgn0028645
1145,Ty-N_peak_480,chr3L,4148457,4148457,+,21.79737,,promoter-TSS (NM_139605),promoter-TSS (NM_139605),-239,NM_139605,38496,Dm.4901,NM_139605,,CG1299,Dmel\CG1299|SP18|c-SP18,CG1299,protein-coding,CG1299,FBgn0035501
1146,Ty-N_peak_1159,chrX,11983978,11983978,+,21.79737,,promoter-TSS (NM_001014735),promoter-TSS (NM_001014735),-63,NM_001014734,32158,Dm.2395,NM_078578,,cac,13|CAC|CG1522|CG15928|CG43368|Ca-alpha1A|Ca[[V]]2.1|Cac|Cac1|Dmca1A|Dmcalpha1A|Dmel\CG43368|Dmel_CG1522|Dmel_CG15928|EE171|H18|H47|L13|P18|alpha1A|cac1|dCac1|l(1)11Aa|l(1)13|l(1)L13|ldg|nbA|nonB|opm18|opm47,cacophony,protein-coding,CG1522,FBgn0263111
1147,Ty-N_peak_147,chr2L,16049794,16049794,+,21.79737,,promoter-TSS (NM_058160),promoter-TSS (NM_058160),-171,NM_001299046,34947,Dm.4778,NM_058160,,beat-Ia,BG:DS00913.3|Beat Ia|Beat-Ia|CCT|CG4846|CT15567|Cct|Dmel\CG4846|TRiC|beat|beat Ia|beat1a|l(2)35Ea|l(2)35Eb|l(2)br47|l(2)br48|tric,beaten path Ia,protein-coding,CG4846,FBgn0013433
1155,Ty-N_peak_781,chr3R,10852669,10852669,+,21.42817,,promoter-TSS (NM_001104273),promoter-TSS (NM_001104273),-55,NM_001104273,41303,Dm.35721,NM_001104273,,CG4565,Dmel\CG4565,CG4565,protein-coding,CG4565,FBgn0037841
1157,Ty-N_peak_412,chr2R,24561764,24561764,+,21.42817,,promoter-TSS (NM_001144286),promoter-TSS (NM_001144286),157,NM_138088,37923,Dm.9370,NM_138088,,CG11414,Dmel\CG11414,uncharacterized protein,protein-coding,CG11414,FBgn0035024
1158,Ty-N_peak_1138,chrX,9869153,9869153,+,21.42817,,promoter-TSS (NM_001298133),promoter-TSS (NM_001298133),-585,NM_001298133,19835394,,NM_001298133,,CG45060,CG15245|CG15246|CG32696|CG42262|Dmel\CG45060,uncharacterized protein,protein-coding,CG45060,FBgn0266430
1161,Ty-N_peak_474,chr3L,3545396,3545396,+,21.22436,,promoter-TSS (NM_001043121),promoter-TSS (NM_001043121),78,NM_001169869,38433,Dm.4814,NM_079180,,Eip63E,CG10579|Dmel\CG10579|EIP63E|L63|PFTAIRE|Pftaire|cdc2-63E,Ecdysone-induced protein 63E,protein-coding,CG10579,FBgn0005640
1165,Ty-N_peak_361,chr2R,19178120,19178120,+,20.8433,,promoter-TSS (NM_166335),promoter-TSS (NM_166335),-618,NM_001299677,37203,,NM_137555,,hppy,CG7097|CG7097/hppy|Dmel\CG7097|EP-704|GLK/KHS1|Hppy|MAP4K3|anon-WO0153538.68|l(2)SH1261|l(2)SH2 1261,happyhour,protein-coding,CG7097,FBgn0263395
1168,Ty-N_peak_952,chr3R,31726185,31726185,+,20.76552,,promoter-TSS (NM_001202401),promoter-TSS (NM_001202401),-217,NM_001202401,48317,Dm.1526,NM_080172,,ttk,0037/17|0250/25|0438/31|0702/07|1049/07|1119/04|1184/16|1209/05|1209/10|1260/10|1281/04|1325/15|1372/08|1396/14|1418/06|3540|5125|5311|CG11558|CG1856|Dmel\CG1856|E(yan)100D|FTZ-F2|TTK|TTK69|TTK88|TTKA|Ttk|Ttk69|Ttk88|anon-EST:Liang-2.9|clone 2.9|ftz-f2|ftzf2/ttk|l(3)02667|l(3)j2A1|l(3)j7B8|osn|oss|ovs|tramtrak|ttk/FTZ-F2|ttk69|ttkp69|twk,tramtrack,protein-coding,CG11558,FBgn0003870
1171,Ty-N_peak_255,chr2R,7040028,7040028,+,20.76552,,promoter-TSS (NM_078912),promoter-TSS (NM_078912),-108,NM_078912,35620,Dm.33457,NM_078912,,Tsp42Ej,CG12143|Dm.Tsp42Ej|Dmel\CG12143|Sun|sun|tsp42ej,Tetraspanin 42Ej,protein-coding,CG12143,FBgn0033132
1172,Ty-N_peak_1125,chrX,8442894,8442894,+,20.76552,,promoter-TSS (NM_132250),promoter-TSS (NM_132250),-546,NM_132250,31777,Dm.107,NM_132250,,CG12123,Dmel\CG12123,uncharacterized protein,protein-coding,CG12123,FBgn0030039
1173,Ty-N_peak_267,chr2R,8532257,8532257,+,20.64396,,promoter-TSS (NM_001144147),promoter-TSS (NM_001144147),37,NM_001144147,35832,Dm.17813,NM_136542,,mtt,CG18447|CG30361|CG8692|DmGluBR|DmGluRB|DmXR|Dmel\CG30361|Glu-RB|GluRB|anon-WO0170980.4|anon-WO0170980.5|mXr,mangetout,protein-coding,CG18447,FBgn0050361
1175,Ty-N_peak_225,chr2L,21677504,21677504,+,20.5193,,promoter-TSS (NM_001273748),promoter-TSS (NM_001273748),26,NM_206020,35421,Dm.11759,NM_136274,,CG2225,Dmel\CG2225,CG2225,protein-coding,CG2225,FBgn0032957
1184,Ty-N_peak_638,chr3L,17621413,17621413,+,20.10979,,promoter-TSS (NM_140741),promoter-TSS (NM_140741),92,NM_140740,39964,Dm.6057,NM_140740,,Vps60,CG6259|Chmp5|Dmel\CG6259|VPS60|anon-74EFb|bs36h07.y1,Vacuolar protein sorting 60,protein-coding,CG6259,FBgn0036740
1185,Ty-N_peak_165,chr2L,17449697,17449697,+,20.10979,,promoter-TSS (NR_133085),promoter-TSS (NR_133085),667,NM_165219,35047,Dm.3233,NM_165217,,dl,CG6667|DL|Dl|Dmel\CG6667|Dor|Dorsal|GSd447|NFkappaB|anon-EST:GressD7|d|dL|fs(2)k10816|mat(2)dorsal,dorsal,protein-coding,CG6667,FBgn0260632
1189,Ty-N_peak_934,chr3R,30151077,30151077,+,19.46087,,promoter-TSS (NM_001316558),promoter-TSS (NM_001316558),-982,NM_001316558,43584,Dm.4898,NM_143516,,CG15529,Dmel\CG15529,uncharacterized protein,protein-coding,CG15529,FBgn0039748
1192,Ty-N_peak_747,chr3R,7151223,7151223,+,19.46087,,promoter-TSS (NM_001014610),promoter-TSS (NM_001014610),-144,NM_141444,40859,Dm.17121,NM_141444,,Sas-4,CG10061|CPAP|D-Sas4|D-sas4|DSAS-4|DSas-4|DSas4|Dmel\CG10061|Dsas-4|Dsas4|SAS-4|SAS4|Sas4|d-SAS-4|dsas-4|l(3)S2214|l(3)s2214|sas-4|sas4,Spindle assembly abnormal 4,protein-coding,CG10061,FBgn0011020
1204,Ty-N_peak_665,chr3L,19606578,19606578,+,18.02537,,promoter-TSS (NM_001169997),promoter-TSS (NM_001169997),370,NM_140875,40137,Dm.9756,NM_140875,,CG9372,Dmel\CG9372|SP34|c-SP34,CG9372,protein-coding,CG9372,FBgn0036891
1206,Ty-N_peak_676,chr3L,20713315,20713315,+,17.85159,,promoter-TSS (NM_001275191),promoter-TSS (NM_001275191),-785,NM_001275191,5740551,Dm.38906,NM_001275191,,CG34260,Dmel\CG34260,uncharacterized protein,protein-coding,CG34260,FBgn0085289
1207,Ty-N_peak_794,chr3R,12091165,12091165,+,17.53014,,promoter-TSS (NM_001300367),promoter-TSS (NM_001300367),-553,NM_001300365,41469,,NM_169450,,ATP8B,CG14741|DmCG14741|Dmel\CG14741|dATP8B,ATPase 8B,protein-coding,CG14741,FBgn0037989
1217,Ty-N_peak_784,chr3R,11157042,11157042,+,16.47304,,promoter-TSS (NM_144369),promoter-TSS (NM_144369),-56,NM_144369,53510,Dm.3806,NM_144369,,Ugt86Da,AC 006491A|BEST:GM04645|CG18578|Dmel\CG18578|GM04645|ugt86Da,Ugt86Da,protein-coding,CG18578,FBgn0040259
1218,Ty-N_peak_37,chr2L,5028858,5028858,+,16.47304,,promoter-TSS (NM_001273142),promoter-TSS (NM_001273142),-667,NM_001273142,33726,Dm.4714,NM_057842,,vkg,1209|6072|CG16858|CT25584|Coll IValpha2|DmColA2|Dmel\CG16858|Vkg|VkgC|alpha(IV)2/vkg|col4a2|coll-IV|coll. IV|collagen-IV|l(2)01209,viking,protein-coding,CG16858,FBgn0016075
1221,Ty-N_peak_564,chr3L,12491235,12491235,+,16.31767,,promoter-TSS (NM_001274836),promoter-TSS (NM_001274836),-559,NM_001274836,39422,Dm.15351,NM_140321,,CG10660,Dmel\CG10660,uncharacterized protein,protein-coding,CG10660,FBgn0036288
1222,Ty-N_peak_792,chr3R,12063606,12063606,+,16.31767,,promoter-TSS (NM_141895),promoter-TSS (NM_141895),-662,NM_141895,41468,Dm.4275,NM_141895,,CG14740,CS|Dmel\CG14740|anon-WO0140519.178,uncharacterized protein,protein-coding,CG14740,FBgn0037988
1223,Ty-N_peak_301,chr2R,12140385,12140385,+,16.31767,,promoter-TSS (NM_136886),promoter-TSS (NM_136886),-156,NM_136885,36298,Dm.7613,NM_136885,,SkpB,CG8881|Dmel\CG8881|Skp|dskpB|skpB,SKP1-related B,protein-coding,CG8881,FBgn0026176
1224,Ty-N_peak_605,chr3L,15563445,15563445,+,16.27917,,promoter-TSS (NM_140520),promoter-TSS (NM_140520),18,NM_001259840,39685,Dm.6452,NM_140520,,SCCRO,CG7427|Dmel\CG7427|dSCCRO,Squamous cell carcinoma-related oncogene ortholog,protein-coding,CG7427,FBgn0036510
1226,Ty-N_peak_316,chr2R,13960449,13960449,+,15.63688,,promoter-TSS (NM_001144192),promoter-TSS (NM_001144192),-45,NM_137073,36545,Dm.19534,NM_137073,,Rpn13,CG13349|Dmel\CG13349|GC13349|p42E,Regulatory particle non-ATPase 13,protein-coding,CG13349,FBgn0033886
1230,Ty-N_peak_260,chr2R,7669301,7669301,+,15.25196,,promoter-TSS (NM_136467),promoter-TSS (NM_136467),-272,NM_136467,35709,Dm.23223,NM_136467,,DCTN4-p62,CG12042|DCTN4|Dmel\CG12042|P62|p62,"Dynactin 4, p62 subunit",protein-coding,CG12042,FBgn0033206
