Geneid,Chr,Start,End,Strand,Length,TSS,Length,genebody,TSS per kb,gb per kb,Pause index
FBgn0086694,3L,5793942,5794442,-,501,302,3362,487,602.794411,144.854253,4.16138565
FBgn0052344,3L,324470,324970,-,501,170,2488,203,339.321357,81.5916399,4.15877604
FBgn0000416,3R,30888812,30889312,-,501,1083,4599,2391,2161.67665,519.895629,4.15790502
FBgn0052333,3L,1275706,1276206,+,501,9,18744,81,17.9640719,4.32138284,4.15701929
FBgn0051323,3R,26170597,26171097,+,501,28,15461,208,55.8882236,13.4532048,4.15426839
FBgn0266268,3R,31812046,31812546,-,501,261,837,105,520.958084,125.448029,4.15278015
FBgn0032409,2L,12097588,12098088,+,501,159,2002,153,317.365269,76.4235764,4.15271418
FBgn0038418,3R,16342068,16342568,+,501,192,2512,232,383.233533,92.3566879,4.14949412
FBgn0035951,3L,8986460,8986960,+,501,188,1426,129,375.249501,90.4628331,4.14810689
FBgn0027521,X,16303620,16304120,+,501,29,2508,35,57.8842315,13.9553429,4.14781865
FBgn0034183,2R,17046589,17047089,+,501,113,956,52,225.548902,54.3933054,4.14662982
FBgn0037646,3R,8980610,8981110,+,501,189,934,85,377.245509,91.006424,4.14526242
FBgn0029762,X,5410599,5411099,-,501,36,4612,80,71.8562874,17.3460538,4.14251497
FBgn0041092,2L,9166528,9167028,+,501,269,82434,10685,536.926148,129.618847,4.14234629
FBgn0053052,3L,17428586,17429086,-,501,261,532,67,520.958084,125.93985,4.1365627
FBgn0011211,2R,22798849,22799349,+,501,1011,2082,1016,2017.96407,487.992315,4.1352374
FBgn0031854,2L,6739938,6740438,-,501,11,2825,15,21.9560878,5.30973451,4.13506321
FBgn0027788,2R,7998028,7998528,-,501,18,1841,16,35.9281437,8.69092884,4.13398204
FBgn0030794,X,16803400,16803900,+,501,266,1105,142,530.938124,128.506787,4.13159596
FBgn0039602,3R,28819971,28820471,+,501,192,3288,305,383.233533,92.7615572,4.13138314
FBgn0045495,2L,7461997,7462497,-,501,19,6422,59,37.9241517,9.18716911,4.12794749
FBgn0017545,4,66957,67457,-,501,1952,983,928,3896.20758,944.04883,4.12712506
FBgn0004838,2L,6920454,6920954,+,501,659,10354,3300,1315.36926,318.717404,4.12707071
FBgn0064766,3L,11210536,11211036,+,501,186,2312,208,371.257485,89.9653979,4.12666974
FBgn0001138,3R,8181194,8181694,-,501,14,33077,224,27.9441118,6.77207727,4.12637226
FBgn0030892,X,18090259,18090759,-,501,237,785,90,473.053892,114.649682,4.12608117
FBgn0283508,2R,17502104,17502604,+,501,16,5292,41,31.9361277,7.74754346,4.12209727
FBgn0030246,X,10899052,10899552,-,501,18,3556,31,35.9281437,8.71766029,4.12130578
FBgn0030056,X,8681002,8681502,+,501,627,6509,1978,1251.49701,303.886926,4.11829829
FBgn0032047,2L,8488731,8489231,+,501,102,566,28,203.592814,49.4699647,4.11548332
FBgn0261261,3R,5685605,5686105,+,501,290,25983,3656,578.842315,140.707386,4.11380194
FBgn0050360,2R,8464908,8465408,+,501,341,1438,238,680.638723,165.50765,4.1124306
FBgn0033679,2R,12079293,12079793,-,501,14,13979,95,27.9441118,6.79590815,4.11190251
FBgn0035300,3L,1971388,1971888,+,501,10,1648,8,19.9600798,4.85436893,4.11177645
FBgn0010356,2R,10879423,10879923,-,501,192,1362,127,383.233533,93.2452276,4.10995332
FBgn0035440,3L,3334728,3335228,-,501,311,860,130,620.758483,151.162791,4.10655612
FBgn0037648,3R,8993003,8993503,+,501,285,960,133,568.862275,138.541667,4.10607357
FBgn0037329,3R,5467528,5468028,+,501,365,789,140,728.542914,177.439797,4.10585971
FBgn0029870,X,6365699,6366199,+,501,215,3976,417,429.141717,104.879276,4.0917685
FBgn0031589,2L,4197821,4198321,-,501,198,7732,747,395.209581,96.6114847,4.09071015
FBgn0036282,3L,12401685,12402185,-,501,44,1397,30,87.8243513,21.4745884,4.08968729
FBgn0037680,3R,9334920,9335420,+,501,435,1290,274,868.263473,212.403101,4.08780978
FBgn0267351,2R,18972362,18972862,+,501,194,3651,346,387.225549,94.7685566,4.08601295
FBgn0036487,3L,15158850,15159350,+,501,382,1039,194,762.47505,186.717998,4.08356483
FBgn0053969,3L,20393303,20393803,-,501,525,869,223,1047.90419,256.616801,4.08353696
FBgn0027599,2R,24948128,24948628,-,501,260,818,104,518.962076,127.139364,4.08183633
FBgn0013811,3L,1771508,1772008,-,501,45,11587,255,89.8203593,22.0074221,4.08136668
FBgn0036939,3L,20127131,20127631,-,501,50,2084,51,99.8003992,24.4721689,4.07811827
FBgn0004103,3R,12425667,12426167,-,501,450,1297,286,898.203593,220.508867,4.07332189
FBgn0040078,3R,10261873,10262373,+,501,210,777,80,419.161677,102.960103,4.07110778
FBgn0003514,X,6224890,6225390,-,501,1369,1080,725,2732.53493,671.296296,4.07053479
FBgn0038388,3R,15963617,15964117,-,501,349,701,120,696.606786,171.184023,4.06934464
FBgn0058006,2L,22756099,22756599,-,501,88,132933,5742,175.648703,43.1946921,4.06644183
FBgn0037552,3R,8217707,8218207,+,501,178,778,68,355.289421,87.403599,4.06492897
FBgn0001075,2L,4221546,4222046,-,501,22,22393,242,43.9121756,10.8069486,4.06332789
FBgn0261811,X,19851809,19852309,-,501,272,20845,2786,542.914172,133.653154,4.06211267
FBgn0263198,2L,19045105,19045605,+,501,290,2463,351,578.842315,142.509135,4.06179095
FBgn0260771,X,9243567,9244067,+,501,434,1109,237,866.267465,213.706041,4.05354691
FBgn0029958,X,7734401,7734901,-,501,142,1873,131,283.433134,69.9412707,4.05244473
FBgn0033186,2R,7518686,7519186,-,501,116,1014,58,231.536926,57.199211,4.04790419
FBgn0015024,X,12653376,12653876,+,501,367,3209,581,732.53493,181.053288,4.04596315
FBgn0038961,3R,22410665,22411165,-,501,114,1350,76,227.54491,56.2962963,4.04191617
FBgn0032727,2L,18957061,18957561,-,501,592,831,243,1181.63673,292.418773,4.04090584
FBgn0035309,3L,2168858,2169358,-,501,105,559,29,209.580838,51.8783542,4.03985133
FBgn0053145,2R,11982706,11983206,-,501,151,1380,103,301.397206,74.6376812,4.03813732
FBgn0035470,3L,3898906,3899406,-,501,485,713,171,968.063872,239.831697,4.03643006
FBgn0035865,3L,8295077,8295577,-,501,17,4042,34,33.9321357,8.41167739,4.03393214
FBgn0029969,X,7888535,7889035,-,501,496,656,161,990.01996,245.426829,4.03387015
FBgn0038058,3R,12465048,12465548,-,501,129,1737,111,257.48503,63.9032815,4.02929277
FBgn0031099,X,20256949,20257449,-,501,384,1508,287,766.467066,190.318302,4.02729037
FBgn0038400,3R,16146605,16147105,-,501,298,1455,215,594.810379,147.766323,4.02534466
FBgn0026438,2L,744145,744645,-,501,15,6184,46,29.9401198,7.4385511,4.02499349
FBgn0031634,2L,4835050,4835550,-,501,35,3455,60,69.8602794,17.366136,4.02278776
FBgn0015663,2L,3618847,3619347,+,501,285,1477,209,568.862275,141.503047,4.02014154
FBgn0264490,3R,21948864,21949364,+,501,15,64426,480,29.9401198,7.45040822,4.01858782
FBgn0031879,2L,7010109,7010609,-,501,33,36532,599,65.8682635,16.3965838,4.01719433
FBgn0086707,2L,18448707,18449207,-,501,435,3451,746,868.263473,216.169226,4.01659148
FBgn0013433,2L,16049715,16050215,+,501,11,30720,168,21.9560878,5.46875,4.01482749
FBgn0034697,2R,22127252,22127752,-,501,245,1936,236,489.021956,121.900826,4.01163774
FBgn0033842,2R,13485141,13485641,-,501,194,880,85,387.225549,96.5909091,4.00892333
FBgn0003353,2R,24047161,24047661,+,501,253,4625,583,504.99002,126.054054,4.00613867
FBgn0037520,3R,7804182,7804682,-,501,10,602,3,19.9600798,4.9833887,4.00532269
FBgn0020496,3R,13011399,13011899,+,501,613,13627,4165,1223.55289,305.643208,4.00320655
FBgn0266917,3R,17002105,17002605,-,501,303,1972,298,604.790419,151.115619,4.00217016
FBgn0086683,2L,23068136,23068636,-,501,613,513,157,1223.55289,306.042885,3.99797857
FBgn0039927,4,1126352,1126852,+,501,46,10318,237,91.8163673,22.9695677,3.99730497
FBgn0037796,3R,10189353,10189853,-,501,21,17448,183,41.9161677,10.4883081,3.99646608
FBgn0033934,2R,14411322,14411822,-,501,202,1278,129,403.193613,100.938967,3.99442975
FBgn0042180,2R,21616657,21617157,-,501,219,2063,226,437.125749,109.5492,3.99022309
FBgn0030806,X,16942621,16943121,-,501,300,786,118,598.802395,150.127226,3.9886329
FBgn0029091,3L,21962151,21962651,+,501,14,6564,46,27.9441118,7.007922,3.98750325
FBgn0036790,3L,18560008,18560508,+,501,11,15069,83,21.9560878,5.50799655,3.98622033
FBgn0043900,3R,31580449,31580949,-,501,285,3865,552,568.862275,142.820181,3.98306648
FBgn0030240,X,10848507,10849007,+,501,350,2571,451,698.602794,175.418125,3.98250063
FBgn0036999,3L,20474216,20474716,+,501,227,1538,175,453.093812,113.784135,3.98204733
FBgn0266323,2L,710318,710818,+,501,8,3740,15,15.9680639,4.01069519,3.98137059
FBgn0036890,3L,19601383,19601883,+,501,63,1488,47,125.748503,31.5860215,3.98114409
FBgn0031265,2L,563913,564413,+,501,248,1310,163,495.00998,124.427481,3.97830107
FBgn0036181,3L,11619851,11620351,-,501,32,8524,137,63.8722555,16.0722665,3.97406647
FBgn0036512,3L,15576320,15576820,+,501,209,1105,116,417.165669,104.977376,3.97386262
FBgn0039563,3R,27953862,27954362,-,501,253,1062,135,504.99002,127.118644,3.97258816
FBgn0085188,2L,10204067,10204567,-,501,414,798,166,826.347305,208.02005,3.97244066
FBgn0051998,4,205695,206195,-,501,313,8271,1302,624.750499,157.417483,3.96874914
FBgn0036900,3L,19687103,19687603,-,501,131,2413,159,261.477046,65.8930792,3.96820196
FBgn0017418,X,18137534,18138034,-,501,263,6393,846,524.9501,132.332238,3.96691015
FBgn0029778,X,5618556,5619056,-,501,259,1235,161,516.966068,130.364372,3.96554717
FBgn0036710,3L,17339012,17339512,-,501,233,1091,128,465.06986,117.323556,3.96399389
FBgn0034708,2R,22185722,22186222,+,501,540,2915,793,1077.84431,272.041166,3.96206326
FBgn0250874,X,2731940,2732440,-,501,292,1114,164,582.834331,147.217235,3.95900881
FBgn0037683,3R,9363055,9363555,+,501,78,534,21,155.688623,39.3258427,3.95893926
FBgn0033326,2R,8712663,8713163,-,501,17,1516,13,33.9321357,8.57519789,3.95700906
FBgn0053100,3R,24108710,24109210,-,501,260,44884,5889,518.962076,131.204884,3.9553564
FBgn0053503,2R,11125397,11125897,-,501,12,990,6,23.9520958,6.06060606,3.95209581
FBgn0030431,X,12903266,12903766,-,501,182,1164,107,363.273453,91.9243986,3.95187196
FBgn0037387,3R,5840920,5841420,+,501,9,4399,20,17.9640719,4.54648784,3.9511976
FBgn0263355,2L,20425949,20426449,+,501,263,20707,2754,524.9501,132.998503,3.94703766
FBgn0033912,2R,14216377,14216877,-,501,1328,532,358,2650.6986,672.932331,3.93902697
FBgn0011692,3L,4242484,4242984,+,501,400,2500,507,798.403194,202.8,3.93689938
FBgn0267270,2L,3265464,3265964,-,501,566,547,157,1129.74052,287.02011,3.93610232
FBgn0032170,2L,9956882,9957382,+,501,324,2037,335,646.706587,164.457536,3.93236214
FBgn0037184,3L,22727539,22728039,-,501,145,556,41,289.421158,73.7410072,3.92483326
FBgn0053548,X,2213559,2214059,-,501,38,7295,141,75.8483034,19.3283071,3.92420832
FBgn0284442,X,5323605,5324105,+,501,408,1884,391,814.371257,207.537155,3.92397813
FBgn0015277,2R,23560242,23560742,+,501,117,2554,152,233.532934,59.5144871,3.92396785
FBgn0022935,3L,6188873,6189373,-,501,189,2294,221,377.245509,96.3382738,3.91584252
FBgn0036569,3L,16100030,16100530,+,501,146,2203,164,291.417166,74.4439401,3.91458546
FBgn0033652,2R,11756567,11757067,+,501,199,56608,5744,397.205589,101.469757,3.91452193
FBgn0040271,3R,16339325,16339825,-,501,181,28034,2589,361.277445,92.3521438,3.91195515
FBgn0032979,2L,22168893,22169393,-,501,764,2424,945,1524.9501,389.851485,3.91161803
FBgn0032194,2L,10210893,10211393,+,501,263,1579,212,524.9501,134.262191,3.90988777
FBgn0034996,2R,24255077,24255577,+,501,9,1088,5,17.9640719,4.59558824,3.90898204
FBgn0010173,3R,8264201,8264701,-,501,579,1332,394,1155.68862,295.795796,3.90704885
FBgn0037526,3R,7886795,7887295,+,501,250,2106,269,499.001996,127.730294,3.90668477
FBgn0024362,X,1341856,1342356,+,501,458,1665,390,914.171657,234.234234,3.90280977
FBgn0031830,2L,6557550,6558050,+,501,630,509,164,1257.48503,322.200393,3.90280415
FBgn0010339,2R,12037048,12037548,+,501,314,554,89,626.746507,160.649819,3.90132095
FBgn0035713,3L,6752502,6753002,-,501,610,7327,2287,1217.56487,312.133206,3.9007861
FBgn0011305,2L,10263304,10263804,-,501,576,760,224,1149.7006,294.736842,3.90076989
FBgn0020618,2L,7827065,7827565,-,501,1808,969,899,3608.78244,927.760578,3.88977773
FBgn0284436,2R,8906740,8907240,-,501,596,1147,351,1189.62076,306.015693,3.88745017
FBgn0038100,3R,12980542,12981042,+,501,437,3697,830,872.255489,224.506357,3.88521511
FBgn0034537,2R,20643786,20644286,+,501,265,830,113,528.942116,136.144578,3.88515005
FBgn0034300,2R,18094690,18095190,+,501,198,5092,518,395.209581,101.728201,3.88495596
FBgn0036018,3L,9623987,9624487,+,501,98,2085,105,195.608782,50.3597122,3.88423154
FBgn0011570,2L,1704652,1705152,+,501,385,1061,210,768.463074,197.926484,3.8825682
FBgn0086356,2R,13858439,13858939,-,501,419,1540,332,836.327345,215.584416,3.87934973
FBgn0037644,3R,8944770,8945270,-,501,313,1067,172,624.750499,161.199625,3.87563246
FBgn0052205,3L,19423933,19424433,-,501,521,2794,750,1039.92016,268.432355,3.87404923
FBgn0034315,2R,18183840,18184340,-,501,349,656,118,696.606786,179.878049,3.87266146
FBgn0003028,X,5048023,5048523,+,501,6,21657,67,11.9760479,3.09368795,3.87112342
FBgn0038303,3R,15218624,15219124,-,501,109,3113,175,217.56487,56.2158689,3.87016823
FBgn0085396,2L,10353655,10354155,-,501,28,5055,73,55.8882236,14.4411474,3.87006808
FBgn0039519,3R,27478425,27478925,+,501,12,3230,20,23.9520958,6.19195046,3.86826347
FBgn0033814,2R,13235046,13235546,-,501,116,2539,152,231.536926,59.866089,3.86758063
FBgn0015270,3R,13964635,13965135,+,501,327,1191,201,652.694611,168.765743,3.86745911
FBgn0036754,3L,17804465,17804965,-,501,226,1226,143,451.097804,116.639478,3.8674539
FBgn0038478,3R,17088030,17088530,+,501,329,2659,452,656.686627,169.988718,3.86311889
FBgn0085638,2R,2846458,2846958,-,501,118,75329,4594,235.528942,60.9858089,3.86202866
FBgn0037082,3L,21441113,21441613,-,501,273,1736,245,544.91018,141.129032,3.86107784
FBgn0053543,2L,2006063,2006563,-,501,8,8212,34,15.9680639,4.14028251,3.85675707
FBgn0052831,2L,11277771,11278271,+,501,313,962,156,624.750499,162.162162,3.85262808
FBgn0086362,3R,31254877,31255377,+,501,239,533,66,477.045908,123.827392,3.85250711
FBgn0266719,3R,25056036,25056536,+,501,107,7063,392,213.572854,55.5004955,3.84812518
FBgn0030066,X,8900014,8900514,-,501,141,711,52,281.437126,73.1364276,3.84811147
FBgn0033890,2R,13983067,13983567,-,501,202,1956,205,403.193613,104.805726,3.84705711
FBgn0034098,2R,16240472,16240972,-,501,320,1620,269,638.722555,166.049383,3.84658193
FBgn0036329,3L,12994885,12995385,+,501,6,1284,4,11.9760479,3.1152648,3.84431138
FBgn0029821,X,5905496,5905996,+,501,69,1256,45,137.724551,35.8280255,3.84404524
FBgn0032052,2L,8514846,8515346,+,501,169,660,58,337.325349,87.8787879,3.83852984
FBgn0031519,2L,3319622,3320122,-,501,74,2079,80,147.704591,38.4800385,3.83847305
FBgn0039004,3R,22690357,22690857,+,501,105,3166,173,209.580838,54.6430828,3.83545049
FBgn0028950,2L,15611469,15611969,-,501,7,549,2,13.9720559,3.64298725,3.83532934
FBgn0038331,3R,15371707,15372207,+,501,102,1281,68,203.592814,53.0835285,3.83532934
FBgn0000181,2R,12869999,12870499,+,501,1295,546,368,2584.83034,673.992674,3.83510154
FBgn0020388,3L,12523764,12524264,-,501,340,1886,334,678.642715,177.09438,3.83209629
FBgn0037746,3R,9763400,9763900,+,501,413,1486,320,824.351297,215.343203,3.82808134
FBgn0033782,2R,12924317,12924817,+,501,108,5078,286,215.568862,56.3213864,3.82747791
FBgn0039889,4,179139,179639,-,501,307,1042,167,612.774451,160.268714,3.82341903
FBgn0021872,2R,21143295,21143795,+,501,884,1206,557,1764.47106,461.85738,3.82038078
FBgn0263111,X,11984837,11985337,-,501,38,52808,1049,75.8483034,19.8644145,3.81830048
FBgn0035900,3L,8509513,8510013,-,501,208,1295,141,415.169661,108.880309,3.81308305
FBgn0260243,3R,8992699,8993199,-,501,502,1305,343,1001.99601,262.835249,3.81225886
FBgn0030435,X,12909703,12910203,+,501,256,1118,150,510.978044,134.168157,3.80848969
FBgn0051233,3R,21749603,21750103,+,501,4,2385,5,7.98403194,2.09643606,3.80838323
FBgn0025628,X,2073233,2073733,-,501,770,6049,2442,1536.92615,403.703091,3.80707054
FBgn0033915,2R,14239453,14239953,-,501,234,2917,358,467.065868,122.728831,3.80567357
FBgn0031769,2L,6050550,6051050,+,501,478,2078,521,954.091816,250.721848,3.80537964
FBgn0284253,2L,3514406,3514906,-,501,197,3329,344,393.213573,103.334335,3.80525577
FBgn0030067,X,8901449,8901949,+,501,321,1063,179,640.718563,168.391345,3.80493761
FBgn0261514,2L,13957289,13957789,+,501,24,4843,61,47.9041916,12.5954987,3.80327869
FBgn0265697,2R,19661597,19662097,-,501,19,1203,12,37.9241517,9.97506234,3.80189621
FBgn0010406,3L,7970338,7970838,+,501,424,862,192,846.307385,222.737819,3.79956753
FBgn0040347,X,940825,941325,+,501,295,1155,179,588.822355,154.978355,3.79938447
FBgn0010408,3L,9511281,9511781,-,501,1584,739,615,3161.67665,832.205683,3.79915291
FBgn0035094,2R,25255068,25255568,-,501,21,70691,780,41.9161677,11.0339364,3.79884078
FBgn0267810,3R,5616058,5616558,-,501,60,2029,64,119.760479,31.5426318,3.79678144
FBgn0034782,2R,22834397,22834897,+,501,9,1055,5,17.9640719,4.73933649,3.79041916
FBgn0051231,3R,18665111,18665611,+,501,65,1373,47,129.740519,34.2316096,3.79007942
FBgn0032228,2L,10356347,10356847,-,501,242,855,109,483.033932,127.48538,3.78893589
FBgn0285952,2R,24057548,24058048,+,501,1476,686,534,2946.10778,778.425656,3.78470026
FBgn0030660,X,15582909,15583409,+,501,250,1091,144,499.001996,131.989001,3.78063318
FBgn0033728,2R,12401966,12402466,+,501,7,1893,7,13.9720559,3.69783413,3.77844311
FBgn0035849,3L,8186421,8186921,-,501,163,2311,199,325.349301,86.1099091,3.77830269
FBgn0020381,X,635295,635795,-,501,508,924,248,1013.97206,268.398268,3.77786363
FBgn0036828,3L,18905122,18905622,+,501,213,2603,293,425.149701,112.562428,3.77701253
FBgn0250753,3R,5600886,5601386,-,501,1333,4773,3379,2660.67864,707.940499,3.75833654
FBgn0033916,2R,14239682,14240182,+,501,169,2724,245,337.325349,89.9412628,3.75050715
FBgn0000377,X,2249733,2250233,-,501,254,1390,188,506.986028,135.251799,3.74846053
FBgn0034110,2R,16294150,16294650,+,501,128,1833,125,255.489022,68.1942171,3.74649102
FBgn0040367,X,1209720,1210220,+,501,155,884,73,309.381238,82.5791855,3.74647964
FBgn0030206,X,10473688,10474188,+,501,412,2264,497,822.355289,219.522968,3.74610136
FBgn0016650,3R,17725527,17726027,+,501,14,6431,48,27.9441118,7.46384699,3.74392881
FBgn0034419,2R,19137122,19137622,+,501,145,2663,206,289.421158,77.356365,3.74140069
FBgn0031078,X,19851964,19852464,+,501,169,6166,556,337.325349,90.1719105,3.74091386
FBgn0039250,3R,24922223,24922723,+,501,244,1688,220,487.025948,130.331754,3.73681727
FBgn0025674,2L,22129892,22130392,-,501,242,4858,628,483.033932,129.271305,3.73659051
FBgn0265271,3R,11696259,11696759,+,501,16,819,7,31.9361277,8.54700855,3.73652695
FBgn0259219,2R,13259851,13260351,+,501,5,5236,14,9.98003992,2.67379679,3.73253493
FBgn0052037,3L,9491965,9492465,-,501,12,1714,11,23.9520958,6.41773629,3.73217202
FBgn0037838,3R,10815038,10815538,+,501,115,1203,74,229.540918,61.5128845,3.73159087
FBgn0260442,3L,8544751,8545251,+,501,313,28409,4757,624.750499,167.446936,3.73103572
FBgn0052206,3L,19412662,19413162,-,501,25,71592,958,49.9001996,13.3813834,3.72907629
FBgn0261561,3R,5813359,5813859,+,501,51,4212,115,101.796407,27.302944,3.72840406
FBgn0036188,3L,11648506,11649006,+,501,118,744,47,235.528942,63.172043,3.72837304
FBgn0031054,X,19664311,19664811,+,501,738,1306,516,1473.05389,395.099541,3.72831082
FBgn0000014,3R,16829799,16830299,-,501,13,21836,152,25.9481038,6.96098186,3.72764996
FBgn0034240,2R,17547519,17548019,+,501,847,7521,3412,1690.61876,453.663077,3.72659546
FBgn0266346,2R,21696902,21697402,-,501,117,3462,217,233.532934,62.6805315,3.72576506
FBgn0032925,2L,21163391,21163891,+,501,543,1450,422,1083.83234,291.034483,3.72406845
FBgn0032298,2L,10769702,10770202,-,501,345,719,133,688.622754,184.979138,3.72270497
FBgn0038752,3R,19925121,19925621,-,501,22,2628,31,43.9121756,11.7960426,3.72261928
FBgn0031119,X,20511294,20511794,+,501,403,3285,710,804.391218,216.133942,3.72172556
FBgn0035021,2R,24556050,24556550,-,501,43,21927,506,85.8283433,23.0765723,3.71928475
FBgn0032507,2L,13361315,13361815,-,501,14,665,5,27.9441118,7.51879699,3.71656687
FBgn0003279,3R,27922571,27923071,+,501,1438,1068,825,2870.25948,772.47191,3.71568136
FBgn0039543,3R,27706501,27707001,-,501,80,2373,102,159.680639,42.9835651,3.71492309
